Anim	ear	iddam	idsire	dam	sex	line	gen	bwt	fost_dam	wwt	sire	f_date	w_date	bleed_date	bleedage	wbc	rbc	hemoglobin	hematocrit	mcv	mch	mchc	rdw	platelet	mpv	neutrophil	lymphocyte	monocyte	eosinophil	basophil	unidentifiedcells	plateletsclumped	rfip	group	pen	diet	onagedev	weantobleed
208004105	4105	107009504	107000504	9504	3	2	8	3	.	14	504	7/26/2011	8/18/2011	8/30/2011	35	15.7	6.03	8.8	30.8	51.1	14.5	28.5	28.3	578	10.3	9.03	5.29	0.6	0.46	0.03	0.3	Yes	.	.	.	.	.	12
208004107	4107	107009504	107000504	9504	3	2	8	3	.	14	504	7/26/2011	8/18/2011	8/30/2011	35	16.74	6.96	10.8	36.2	52.1	15.5	29.8	24.9	748	9.1	7.58	8.22	0.47	0.2	0.03	0.23	Yes	1.453608815	55	9	1	87	12
208004110	4110	107009504	107000504	9504	2	2	8	2.6	.	11	504	7/26/2011	8/18/2011	8/30/2011	35	15.44	6.34	10.2	33.1	52.3	16.1	30.7	21	746	8.9	4.74	9.2	1.17	0.2	0.03	0.08	Yes	.	.	.	.	.	12
208004202	4202	107011405	107000303	11405	3	1	8	3.5	.	15	303	7/26/2011	8/18/2011	8/30/2011	35	13.84	6.78	10.1	33.7	49.7	14.9	29.9	22.2	535	10	4.73	8.05	0.47	0.4	0.01	0.17	Yes	-0.466487808	55	9	1	87	12
208004203	4203	107011405	107000303	11405	3	1	8	2.7	.	13	303	7/26/2011	8/18/2011	8/30/2011	35	11.71	6.59	9.5	32.2	48.9	14.4	29.6	23.9	602	11.7	3.1	8.13	0.33	0.09	0.02	0.02	Yes	-1.280431031	55	10	2	87	12
208004204	4204	107011405	107000303	11405	3	1	8	2.5	.	13	303	7/26/2011	8/18/2011	8/30/2011	35	13.12	6.22	9.1	30.9	49.8	14.6	29.3	21.2	739	10.2	6.25	6.23	0.37	0.07	0.01	0.2	Yes	.	.	.	.	.	12
208004210	4210	107011405	107000303	11405	2	1	8	2.5	.	13	303	7/26/2011	8/18/2011	8/30/2011	35	10.12	6.22	9.4	31.9	51.3	15.1	29.4	20.6	762	11.4	5.67	4.03	0.19	0.05	0.01	0.17	Yes	-0.554568435	55	9	1	87	12
208004212	4212	107011405	107000303	11405	2	1	8	2.8	.	15	303	7/26/2011	8/18/2011	8/30/2011	35	14.27	6.53	10.1	34.4	52.7	15.5	29.5	23.5	550	11.4	6.5	6.64	0.54	0.11	0.05	0.43	Yes	-1.405905855	55	10	2	87	12
208004301	4301	107001406	107017001	1406	3	1	8	3.6	.	17	17001	7/26/2011	8/18/2011	8/30/2011	35	12.28	6.25	9.9	31.8	50.9	15.8	31	24.1	692	9.1	5.66	5.64	0.21	0.25	0.02	0.52	No	.	.	.	.	.	12
208004303	4303	107001406	107017001	1406	3	1	8	3.1	.	14	17001	7/26/2011	8/18/2011	8/30/2011	35	14.71	6.49	10.5	35.3	54.5	16.1	29.6	17.6	590	10	8.18	5.81	0.49	0.15	0.01	0.07	Yes	.	.	.	.	.	12
208004304	4304	107001406	107017001	1406	3	1	8	3.2	.	15	17001	7/26/2011	8/18/2011	8/30/2011	35	19.53	6.27	10.9	35.6	56.8	17.4	30.6	17	485	9.9	11.99	6.76	0.29	0.12	0.04	0.33	Yes	-0.539117653	55	9	1	87	12
208004305	4305	107001406	107017001	1406	2	1	8	3	.	15	17001	7/26/2011	8/18/2011	8/30/2011	35	14.23	6.28	11.3	35.8	57	18	31.5	16.4	645	9.7	5.81	7.36	0.36	0.18	0.01	0.51	Yes	-1.599314894	55	10	2	87	12
208004306	4306	107001406	107017001	1406	2	1	8	3.3	.	15	17001	7/26/2011	8/18/2011	8/30/2011	35	7.61	6.02	11.4	36	59.9	18.9	31.6	16.1	561	9.2	3.33	3.89	0.14	0.09	0.02	0.14	Yes	-0.5821844	55	9	1	87	12
208004307	4307	107001406	107017001	1406	2	1	8	3.3	.	13	17001	7/26/2011	8/18/2011	8/30/2011	35	17.81	6.33	10.7	35.5	56.2	16.8	30	18.2	481	9.9	8.26	8.21	0.52	0.16	0.05	0.61	Yes	.	.	.	.	.	12
208004402	4402	107000205	107000303	205	3	1	8	3.4	.	14	303	7/26/2011	8/18/2011	8/30/2011	35	10.39	8.34	10.5	36	43.1	12.6	29.3	28.6	396	8.7	5.01	4.61	0.25	0.17	0.01	0.34	Yes	.	.	.	.	.	12
208004403	4403	107000205	107000303	205	3	1	8	3.9	.	14	303	7/26/2011	8/18/2011	8/30/2011	35	8.93	7.99	9.2	33.5	41.9	11.6	27.6	32.2	569	7.2	3.66	4.59	0.25	0.24	0.01	0.18	Yes	-0.323049585	55	9	1	87	12
208004405	4405	107000205	107000303	205	3	1	8	2.5	.	13	303	7/26/2011	8/18/2011	8/30/2011	35	13.2	7.84	9.6	33.5	42.7	12.2	28.5	29	538	8.1	5.69	6.2	0.4	0.69	0.01	0.22	Yes	.	.	.	.	.	12
208004408	4408	107000205	107000303	205	2	1	8	3.4	.	16	303	7/26/2011	8/18/2011	8/30/2011	35	11.4	7.76	9	32.3	41.6	11.6	27.9	34.2	534	7.8	4.58	6.04	0.46	0.13	0.01	0.18	Yes	-0.320941133	55	9	1	87	12
208004409	4409	107000205	107000303	205	2	1	8	3.7	.	13	303	7/26/2011	8/18/2011	8/30/2011	35	12.94	7.18	10.4	34.8	48.4	14.4	29.8	24.6	604	11.5	3.4	8.51	0.48	0.23	0.1	0.19	Yes	-1.474015854	55	10	2	87	12
208004503	4503	107000307	107015901	307	3	1	8	3.4	.	11	15901	7/26/2011	8/18/2011	8/30/2011	35	21.15	6.58	8.8	30.5	46.4	13.4	29	28.1	715	9.5	12.56	7.95	0.38	0.15	0.02	0.06	Yes	.	.	.	.	.	12
208004504	4504	107000307	107015901	307	3	1	8	3.1	.	13	15901	7/26/2011	8/18/2011	8/30/2011	35	21.23	7.48	8.8	30.3	40.5	11.8	29.2	29.1	287	8.1	8.75	10.93	0.57	0.59	0.04	0.34	Yes	.	.	.	.	.	12
208004507	4507	107000307	107015901	307	2	1	8	3.2	.	12	15901	7/26/2011	8/18/2011	8/30/2011	35	14.07	6.55	10.2	34.5	52.7	15.5	29.4	22.9	753	10.4	4.35	9.13	0.31	0.11	0.03	0.14	Yes	-1.507897458	55	10	2	87	12
208004509	4509	107000307	107015901	307	2	1	8	3.1	.	14	15901	7/26/2011	8/18/2011	8/30/2011	35	14.07	6.55	10.2	34.5	52.7	15.5	29.4	22.9	753	10.4	4.35	9.13	0.31	0.11	0.03	0.14	Yes	-0.641086715	55	9	1	87	12
208004602	4602	107003710	107017108	3710	3	1	8	2.5	205	11	17108	7/26/2011	8/18/2011	8/30/2011	35	18.11	6.11	10.1	34.6	56.6	16.5	29.1	25.4	1001	10.3	10.43	6.79	0.42	0.13	0.02	0.31	Yes	-1.571079626	55	10	2	87	12
208004603	4603	107003710	107017108	3710	3	1	8	3	307	11	17108	7/26/2011	8/18/2011	8/30/2011	35	10.49	6.22	9.9	33.7	54.2	15.8	29.2	22.4	759	9.8	6.21	3.76	0.24	0.1	0.01	0.17	Yes	-0.449211459	55	9	1	87	12
208004606	4606	107003710	107017108	3710	2	1	8	3.4	1406	15	17108	7/26/2011	8/18/2011	8/30/2011	35	17.16	6.07	11.2	36.9	60.8	18.4	30.4	15.3	765	9.9	7.82	8.12	0.41	0.38	0.03	0.39	Yes	.	.	.	.	.	12
208004607	4607	107003710	107017108	3710	2	1	8	3.6	1406	14	17108	7/26/2011	8/18/2011	8/30/2011	35	13.58	6.67	11.1	36.3	54.5	16.6	30.6	18.6	586	10.6	4.1	8.15	0.52	0.34	0.03	0.45	Yes	.	.	.	.	.	12
208004608	4608	107003710	107017108	3710	2	1	8	3.6	1406	16	17108	7/26/2011	8/18/2011	8/30/2011	35	14.93	6.63	11.3	37.5	56.6	17	30.1	17.3	895	10.7	5.82	7.79	0.55	0.45	0.04	0.27	Yes	.	.	.	.	.	12
208004701	4701	107011510	107009502	11510	3	2	8	3.9	.	12	9502	7/27/2011	8/18/2011	9/7/2011	42	17.89	6.54	10.3	35	53.6	15.8	29.4	21.9	508	10.9	6.98	9.16	0.95	0.63	0.07	0.13	Yes	.	.	.	.	.	20
208004702	4702	107011510	107009502	11510	3	2	8	3.6	.	15	9502	7/27/2011	8/18/2011	9/7/2011	42	31.38	6.63	10.6	35.9	54.2	15.9	29.4	21.9	590	12.3	16.6	12.14	1.79	0.53	0.09	0.22	Yes	.	.	.	.	.	20
208004703	4703	107011510	107009502	11510	3	2	8	3.9	.	14	9502	7/27/2011	8/18/2011	9/7/2011	42	23.16	6.18	9.8	33.6	54.4	15.9	29.3	22.1	390	10.3	7.55	13.83	1	0.6	0.07	0.12	Yes	.	.	.	.	.	20
208004705	4705	107011510	107009502	11510	2	2	8	3.4	.	12	9502	7/27/2011	8/18/2011	9/7/2011	42	17.13	5.92	9.4	33.9	57.3	15.9	27.7	21.6	384	9.6	4.63	11.12	0.45	0.19	0.09	0.65	Yes	.	.	.	.	.	20
208004706	4706	107011510	107009502	11510	2	2	8	3.1	.	12	9502	7/27/2011	8/18/2011	9/7/2011	42	14.24	5.42	8.6	30.6	56.5	15.8	28	26.2	617	10.5	5.74	7.4	0.4	0.28	0.03	0.38	Yes	.	.	.	.	.	20
208004707	4707	107011510	107009502	11510	2	2	8	3.3	.	14	9502	7/27/2011	8/18/2011	9/7/2011	42	15.12	6.87	10.1	34	49.5	14.7	29.6	21.6	365	11.7	4.57	8.97	0.92	0.45	0.06	0.14	Yes	.	.	.	.	.	20
208004708	4708	107011510	107009502	11510	2	2	8	3.1	.	13	9502	7/27/2011	8/18/2011	9/7/2011	42	14.14	7.01	10.1	34.9	49.7	14.4	28.9	23.2	361	11.6	6.19	5.36	0.49	1.54	0.06	0.49	Yes	0.520541299	55	10	2	86	20
208004801	4801	107010008	107010905	10008	3	1	8	3.5	.	11	10905	7/28/2011	8/18/2011	9/7/2011	41	12.03	6.36	10.6	36.1	56.8	16.7	29.4	20.8	510	10.8	4.15	6.7	0.38	0.24	0.04	0.52	Yes	-1.45458448	55	11	2	85	20
208004803	4803	107010008	107010905	10008	3	1	8	2.8	.	10	10905	7/28/2011	8/18/2011	9/7/2011	41	15.59	5.44	8.8	29.8	54.7	16.1	29.4	21.3	648	10	8.48	5.83	1.06	0.12	0.02	0.08	Yes	-0.410757232	55	12	1	85	20
208004804	4804	107010008	107010905	10008	3	1	8	2.5	.	12	10905	7/28/2011	8/18/2011	9/7/2011	41	16.73	6.97	9.5	33.8	48.4	13.6	28.2	25.1	756	10.2	8.18	6.81	0.45	0.92	0.05	0.32	Yes	.	.	.	.	.	20
208004807	4807	107010008	107010905	10008	2	1	8	3.5	.	13	10905	7/28/2011	8/18/2011	9/7/2011	41	7.85	6.08	8.7	30.6	50.4	14.4	28.5	25.8	560	11.9	2.65	4.4	0.54	0.15	0.02	0.09	Yes	.	.	.	.	.	20
208004808	4808	107010008	107010905	10008	2	1	8	3.1	.	13	10905	7/28/2011	8/18/2011	9/7/2011	41	11.37	6.29	10.4	35.1	55.8	16.5	29.6	22.9	500	9.9	5.15	5.39	0.59	0.11	0.06	0.08	Yes	-1.614810927	55	11	2	85	20
208004810	4810	107010008	107010905	10008	2	1	8	2.9	.	12	10905	7/28/2011	8/18/2011	9/7/2011	41	9.55	5.83	9.9	33.3	57.1	17	29.9	21.8	461	9.9	4.31	4.59	0.4	0.17	0.02	0.06	Yes	-0.473157589	55	12	1	85	20
208004902	4902	107015511	107016901	15511	3	1	8	3	.	14	16901	7/28/2011	8/25/2011	9/7/2011	41	16.68	6.31	9.4	31.7	50.3	15	29.7	22	533	9.5	9.19	6.62	0.63	0.15	0.02	0.05	Yes	-0.594005674	55	12	1	85	13
208004903	4903	107015511	107016901	15511	3	1	8	2.7	.	14	16901	7/28/2011	8/25/2011	9/7/2011	41	12.14	6.17	9.2	31.1	50.5	15	29.6	27.6	114	8	5.68	5.68	0.58	0.07	0.04	0.08	Yes	-1.607430031	55	11	2	85	13
208004907	4907	107015511	107016901	15511	3	1	8	1.9	.	12	16901	7/28/2011	8/25/2011	9/7/2011	41	13.18	6.93	10.3	35.3	50.9	14.9	29.2	27.5	351	8	6.46	5.93	0.28	0.24	0.03	0.25	Yes	.	.	.	.	.	13
208004908	4908	107015511	107016901	15511	2	1	8	3.2	.	14	16901	7/28/2011	8/25/2011	9/7/2011	41	20.62	6.47	9.4	33.4	51.7	14.5	28.1	26.6	597	10.3	11.4	8.21	0.31	0.25	0.06	0.37	Yes	.	.	.	.	.	13
208004910	4910	107015511	107016901	15511	2	1	8	2.6	.	17	16901	7/28/2011	8/25/2011	9/7/2011	41	20.02	6.87	10.2	34.9	50.9	14.9	29.3	26	673	9.3	12.63	6.45	0.74	0.14	0.04	0.04	Yes	-0.341647548	55	12	1	85	13
208004912	4912	107015511	107016901	15511	2	1	8	2.2	.	14	16901	7/28/2011	8/25/2011	9/7/2011	41	15.27	6.39	8.8	31.1	48.7	13.7	28.2	28.1	709	9.9	7.79	6.58	0.32	0.26	0.02	0.32	Yes	-1.028491032	55	11	2	85	13
208004913	4913	107015511	107016901	15511	2	1	8	2	.	14	16901	7/28/2011	8/25/2011	9/7/2011	41	15.28	7.12	9.8	34.6	48.6	13.8	28.4	27.9	198	9	4.25	9.81	0.55	0.28	0.05	0.37	Yes	.	.	.	.	.	13
